date,open,high,low,close
2001-02-20 00:00:00,0.9211,0.9236,0.9049,0.9104
2001-02-21 00:00:00,0.9104,0.918,0.9056,0.9096
2001-02-22 00:00:00,0.9095,0.9128,0.9014,0.9031
2001-02-23 00:00:00,0.9031,0.9204,0.9025,0.9169
2001-02-26 00:00:00,0.9173,0.9183,0.9078,0.9103
2001-02-27 00:00:00,0.9103,0.9203,0.9082,0.9182
2001-02-28 00:00:00,0.9182,0.9253,0.916,0.9233
2001-03-01 00:00:00,0.9233,0.9318,0.9225,0.9305
2001-03-02 00:00:00,0.9305,0.9377,0.9288,0.9348
2001-03-05 00:00:00,0.9361,0.9364,0.9264,0.9264
2001-03-06 00:00:00,0.9263,0.9345,0.925,0.9338
2001-03-07 00:00:00,0.9337,0.9368,0.9262,0.9292
2001-03-08 00:00:00,0.9293,0.9337,0.9271,0.932
2001-03-09 00:00:00,0.932,0.937,0.9292,0.9322
2001-03-12 00:00:00,0.9316,0.9339,0.9258,0.9293
2001-03-13 00:00:00,0.9293,0.9298,0.9128,0.9146
2001-03-14 00:00:00,0.9147,0.9207,0.9077,0.9114
2001-03-15 00:00:00,0.9114,0.9124,0.8953,0.8977
2001-03-16 00:00:00,0.8977,0.8999,0.8913,0.8958
2001-03-19 00:00:00,0.8967,0.9017,0.8933,0.8993
2001-03-20 00:00:00,0.8992,0.9115,0.8985,0.9111
2001-03-21 00:00:00,0.9111,0.912,0.8932,0.8959
2001-03-22 00:00:00,0.8959,0.8963,0.8832,0.8882
2001-03-23 00:00:00,0.8882,0.8964,0.8852,0.8894
2001-03-26 00:00:00,0.8908,0.8967,0.8885,0.8961
2001-03-27 00:00:00,0.8961,0.8989,0.8896,0.8931
2001-03-28 00:00:00,0.8931,0.8944,0.8844,0.886
2001-03-29 00:00:00,0.886,0.8882,0.8796,0.8831
2001-03-30 00:00:00,0.8831,0.8873,0.8748,0.877
2001-04-02 00:00:00,0.8742,0.8832,0.8735,0.8793
2001-04-03 00:00:00,0.8793,0.8983,0.8793,0.8973
2001-04-04 00:00:00,0.8973,0.9047,0.8933,0.9012
2001-04-05 00:00:00,0.9011,0.9086,0.8942,0.8968
2001-04-06 00:00:00,0.8968,0.9046,0.8924,0.9031
2001-04-09 00:00:00,0.9033,0.9045,0.896,0.8963
2001-04-10 00:00:00,0.8963,0.899,0.8865,0.8887
2001-04-11 00:00:00,0.8887,0.8913,0.8809,0.888
2001-04-12 00:00:00,0.888,0.894,0.8835,0.8925
2001-04-13 00:00:00,0.8925,0.8925,0.8925,0.8925
2001-04-16 00:00:00,0.8886,0.89,0.8837,0.8887
2001-04-17 00:00:00,0.8887,0.8907,0.8775,0.8834
2001-04-18 00:00:00,0.8835,0.8893,0.8698,0.8837
2001-04-19 00:00:00,0.8837,0.8985,0.8805,0.8976
2001-04-20 00:00:00,0.8975,0.9045,0.8952,0.9026
2001-04-23 00:00:00,0.9012,0.9077,0.8945,0.8966
2001-04-24 00:00:00,0.8966,0.9016,0.893,0.8943
2001-04-25 00:00:00,0.8943,0.8998,0.8906,0.8977
2001-04-26 00:00:00,0.8977,0.904,0.8945,0.9031
2001-04-27 00:00:00,0.9031,0.9051,0.8886,0.8908
2001-04-30 00:00:00,0.8913,0.8922,0.885,0.8891
2001-05-01 00:00:00,0.8891,0.8938,0.8856,0.8933
2001-05-02 00:00:00,0.8933,0.8948,0.8884,0.8938
2001-05-03 00:00:00,0.8938,0.8974,0.8879,0.8895
2001-05-04 00:00:00,0.8895,0.9004,0.8893,0.8936
2001-05-07 00:00:00,0.8924,0.8932,0.8897,0.8902
2001-05-08 00:00:00,0.8902,0.8912,0.8822,0.8849
2001-05-09 00:00:00,0.8849,0.8866,0.881,0.886
2001-05-10 00:00:00,0.886,0.8918,0.878,0.8813
2001-05-11 00:00:00,0.8813,0.882,0.8737,0.8763
2001-05-14 00:00:00,0.8754,0.8757,0.8725,0.8737
2001-05-15 00:00:00,0.8738,0.8795,0.8732,0.8782
2001-05-16 00:00:00,0.8783,0.8865,0.8747,0.8829
2001-05-17 00:00:00,0.8829,0.8877,0.8792,0.8826
2001-05-18 00:00:00,0.8825,0.8827,0.8754,0.8798
2001-05-21 00:00:00,0.8797,0.8815,0.8739,0.8764
2001-05-22 00:00:00,0.8763,0.8772,0.8625,0.8651
2001-05-23 00:00:00,0.8651,0.8659,0.8547,0.8552
2001-05-24 00:00:00,0.8552,0.8552,0.855,0.8551
2001-05-25 00:00:00,0.857,0.8625,0.8536,0.8601
2001-05-28 00:00:00,0.86,0.8605,0.8578,0.86
2001-05-29 00:00:00,0.86,0.861,0.8529,0.8558
2001-05-30 00:00:00,0.8558,0.8588,0.8534,0.8551
2001-05-31 00:00:00,0.8551,0.8563,0.8441,0.8448
2001-06-01 00:00:00,0.8448,0.8494,0.8433,0.8478
2001-06-04 00:00:00,0.8465,0.8535,0.844,0.8459
2001-06-05 00:00:00,0.8458,0.8544,0.8424,0.8541
2001-06-06 00:00:00,0.8541,0.8565,0.8444,0.8465
2001-06-07 00:00:00,0.8466,0.8517,0.8455,0.8513
2001-06-08 00:00:00,0.8513,0.8515,0.8457,0.8503
2001-06-11 00:00:00,0.8498,0.8537,0.841,0.8441
2001-06-12 00:00:00,0.8441,0.8536,0.8413,0.8529
2001-06-13 00:00:00,0.8529,0.8564,0.8509,0.855
2001-06-14 00:00:00,0.855,0.8632,0.8485,0.8625
2001-06-15 00:00:00,0.8625,0.8671,0.8598,0.8616
2001-06-18 00:00:00,0.8628,0.8639,0.8573,0.8602
2001-06-19 00:00:00,0.8602,0.8605,0.8525,0.8536
2001-06-20 00:00:00,0.8536,0.8555,0.8495,0.8552
2001-06-21 00:00:00,0.8553,0.8579,0.8514,0.8544
2001-06-22 00:00:00,0.8544,0.8573,0.8509,0.8565
2001-06-25 00:00:00,0.8566,0.8622,0.8563,0.8589
2001-06-26 00:00:00,0.8588,0.8649,0.8586,0.8636
2001-06-27 00:00:00,0.8636,0.8657,0.8585,0.8593
2001-06-28 00:00:00,0.8593,0.8611,0.843,0.8437
2001-06-29 00:00:00,0.8437,0.8493,0.8435,0.8493
2001-07-02 00:00:00,0.8504,0.8504,0.844,0.8475
2001-07-03 00:00:00,0.8474,0.8499,0.8453,0.8475
2001-07-04 00:00:00,0.8475,0.8499,0.8433,0.8462
2001-07-05 00:00:00,0.8462,0.8477,0.8352,0.8362
2001-07-06 00:00:00,0.8362,0.8475,0.835,0.8469
2001-07-09 00:00:00,0.8467,0.8512,0.8444,0.8497
2001-07-10 00:00:00,0.8496,0.8571,0.8489,0.8553
2001-07-11 00:00:00,0.8553,0.8639,0.853,0.8581
2001-07-12 00:00:00,0.8581,0.8581,0.8506,0.8536
2001-07-13 00:00:00,0.8536,0.8558,0.8508,0.8544
2001-07-16 00:00:00,0.854,0.8589,0.8521,0.8523
2001-07-17 00:00:00,0.8525,0.8607,0.849,0.8593
2001-07-18 00:00:00,0.8593,0.874,0.8569,0.8736
2001-07-19 00:00:00,0.8736,0.8777,0.8679,0.8716
2001-07-20 00:00:00,0.8715,0.8784,0.8701,0.8715
2001-07-23 00:00:00,0.8704,0.8713,0.8652,0.869
2001-07-24 00:00:00,0.8692,0.8769,0.8686,0.8732
2001-07-25 00:00:00,0.8732,0.8811,0.8715,0.8801
2001-07-26 00:00:00,0.8801,0.8821,0.8745,0.8776
2001-07-27 00:00:00,0.8776,0.8803,0.8723,0.8767
2001-07-30 00:00:00,0.8762,0.8771,0.8722,0.8739
2001-07-31 00:00:00,0.874,0.8777,0.8723,0.876
2001-08-01 00:00:00,0.876,0.8828,0.8758,0.8808
2001-08-02 00:00:00,0.8808,0.8838,0.8783,0.8833
2001-08-03 00:00:00,0.8833,0.8873,0.8774,0.8837
2001-08-06 00:00:00,0.8829,0.8831,0.8784,0.8809
2001-08-07 00:00:00,0.8809,0.8813,0.8751,0.8774
2001-08-08 00:00:00,0.8774,0.8805,0.874,0.8803
2001-08-09 00:00:00,0.8803,0.8938,0.88,0.8918
2001-08-10 00:00:00,0.8918,0.8957,0.8909,0.8934
2001-08-13 00:00:00,0.8936,0.9006,0.8921,0.8969
2001-08-14 00:00:00,0.8969,0.9034,0.8938,0.9024
2001-08-15 00:00:00,0.9023,0.9148,0.9019,0.9136
2001-08-16 00:00:00,0.9136,0.9198,0.909,0.9114
2001-08-17 00:00:00,0.9114,0.9179,0.9102,0.9179
2001-08-20 00:00:00,0.9174,0.9199,0.9108,0.9137
2001-08-21 00:00:00,0.9137,0.9181,0.908,0.9175
2001-08-22 00:00:00,0.9175,0.9238,0.9122,0.913
2001-08-23 00:00:00,0.913,0.9165,0.9097,0.9146
2001-08-24 00:00:00,0.9146,0.9165,0.9074,0.913
2001-08-27 00:00:00,0.9132,0.914,0.9084,0.9116
2001-08-28 00:00:00,0.9116,0.9132,0.9027,0.9126
2001-08-29 00:00:00,0.9126,0.9146,0.9081,0.9081
2001-08-30 00:00:00,0.9081,0.9182,0.9058,0.9161
2001-08-31 00:00:00,0.9161,0.9195,0.9066,0.911
2001-09-03 00:00:00,0.9092,0.9099,0.9056,0.9075
2001-09-04 00:00:00,0.9074,0.9075,0.8848,0.888
2001-09-05 00:00:00,0.888,0.8909,0.8845,0.8863
2001-09-06 00:00:00,0.8863,0.8967,0.8824,0.8954
2001-09-07 00:00:00,0.8954,0.9067,0.893,0.906
2001-09-10 00:00:00,0.9065,0.9075,0.8971,0.8981
2001-09-11 00:00:00,0.8981,0.9167,0.8953,0.9114
2001-09-12 00:00:00,0.9114,0.9148,0.9009,0.9067
2001-09-13 00:00:00,0.9068,0.9121,0.9048,0.9117
2001-09-14 00:00:00,0.9117,0.9245,0.9085,0.9203
2001-09-17 00:00:00,0.9233,0.9329,0.9171,0.9243
2001-09-18 00:00:00,0.9243,0.9281,0.9187,0.9266
2001-09-19 00:00:00,0.9266,0.9323,0.9227,0.926
2001-09-20 00:00:00,0.926,0.9292,0.9226,0.9274
2001-09-21 00:00:00,0.9274,0.9274,0.9092,0.9133
2001-09-24 00:00:00,0.913,0.9197,0.9103,0.9163
2001-09-25 00:00:00,0.9163,0.9246,0.9146,0.9229
2001-09-26 00:00:00,0.9229,0.9241,0.9194,0.9228
2001-09-27 00:00:00,0.9228,0.9232,0.9158,0.9177
2001-09-28 00:00:00,0.9177,0.9182,0.908,0.9103
2001-10-01 00:00:00,0.9102,0.9175,0.9061,0.9168
2001-10-02 00:00:00,0.9166,0.9194,0.9134,0.918
2001-10-03 00:00:00,0.918,0.923,0.9124,0.9139
2001-10-04 00:00:00,0.9139,0.9183,0.911,0.9179
2001-10-05 00:00:00,0.9179,0.9204,0.9154,0.918
2001-10-08 00:00:00,0.9189,0.9239,0.9165,0.9202
2001-10-09 00:00:00,0.9202,0.9223,0.9123,0.9129
2001-10-10 00:00:00,0.913,0.9155,0.9099,0.9103
2001-10-11 00:00:00,0.9103,0.9121,0.8988,0.9025
2001-10-12 00:00:00,0.9025,0.9115,0.9011,0.9095
2001-10-15 00:00:00,0.9115,0.9134,0.9062,0.908
2001-10-16 00:00:00,0.908,0.9109,0.9037,0.9078
2001-10-17 00:00:00,0.9079,0.9088,0.901,0.9028
2001-10-18 00:00:00,0.9028,0.9054,0.8999,0.9032
2001-10-19 00:00:00,0.9032,0.9032,0.8964,0.8982
2001-10-22 00:00:00,0.8984,0.8999,0.8894,0.891
2001-10-23 00:00:00,0.891,0.8925,0.8867,0.8902
2001-10-24 00:00:00,0.8902,0.8941,0.8897,0.8937
2001-10-25 00:00:00,0.8938,0.8976,0.8879,0.8921
2001-10-26 00:00:00,0.892,0.8948,0.8903,0.8924
2001-10-29 00:00:00,0.8921,0.9056,0.8921,0.9051
2001-10-30 00:00:00,0.9051,0.9098,0.9034,0.9044
2001-10-31 00:00:00,0.9044,0.9074,0.8986,0.9
2001-11-01 00:00:00,0.9,0.9116,0.8993,0.902
2001-11-02 00:00:00,0.902,0.9067,0.9006,0.9028
2001-11-05 00:00:00,0.9015,0.9017,0.8943,0.8973
2001-11-06 00:00:00,0.8973,0.8992,0.8941,0.8941
2001-11-07 00:00:00,0.8941,0.9048,0.8938,0.8976
2001-11-08 00:00:00,0.8976,0.8992,0.8905,0.8922
2001-11-09 00:00:00,0.8922,0.8944,0.8891,0.8938
2001-11-12 00:00:00,0.8944,0.9012,0.8912,0.8935
2001-11-13 00:00:00,0.8935,0.8937,0.8789,0.8809
2001-11-14 00:00:00,0.8809,0.8838,0.8771,0.8826
2001-11-15 00:00:00,0.8826,0.885,0.8803,0.8815
2001-11-16 00:00:00,0.8815,0.8861,0.8809,0.884
2001-11-19 00:00:00,0.8839,0.885,0.8766,0.8779
2001-11-20 00:00:00,0.8779,0.8842,0.8779,0.883
2001-11-21 00:00:00,0.883,0.8833,0.8754,0.8777
2001-11-22 00:00:00,0.8777,0.8792,0.8762,0.8779
2001-11-23 00:00:00,0.8781,0.8809,0.8736,0.8777
2001-11-26 00:00:00,0.878,0.8828,0.8779,0.8803
2001-11-27 00:00:00,0.8802,0.8834,0.877,0.883
2001-11-28 00:00:00,0.8829,0.8882,0.8817,0.8875
2001-11-29 00:00:00,0.8875,0.8914,0.8857,0.8872
2001-11-30 00:00:00,0.8871,0.8977,0.8848,0.8959
2001-12-03 00:00:00,0.8954,0.8966,0.889,0.8911
2001-12-04 00:00:00,0.891,0.892,0.8885,0.8904
2001-12-05 00:00:00,0.8905,0.8937,0.8846,0.8878
2001-12-06 00:00:00,0.8879,0.895,0.8863,0.8941
2001-12-07 00:00:00,0.8942,0.8944,0.8885,0.8889
2001-12-10 00:00:00,0.8894,0.8914,0.8842,0.8906
2001-12-11 00:00:00,0.8905,0.893,0.8883,0.8921
2001-12-12 00:00:00,0.8922,0.8985,0.8921,0.8975
2001-12-13 00:00:00,0.8974,0.899,0.892,0.8924
2001-12-14 00:00:00,0.8925,0.9049,0.8921,0.9038
2001-12-17 00:00:00,0.903,0.9076,0.9015,0.9018
2001-12-18 00:00:00,0.9019,0.9037,0.8995,0.9028
2001-12-19 00:00:00,0.9027,0.9028,0.8953,0.9007
2001-12-20 00:00:00,0.9006,0.9007,0.8962,0.8989
2001-12-21 00:00:00,0.8988,0.9011,0.8855,0.8879
2001-12-24 00:00:00,0.8886,0.8905,0.874,0.8784
2001-12-27 00:00:00,0.88,0.8867,0.8773,0.8833
2001-12-28 00:00:00,0.8832,0.8839,0.8789,0.8837
2002-01-02 00:00:00,0.8891,0.9061,0.888,0.903
2002-01-03 00:00:00,0.903,0.9055,0.8976,0.899
2002-01-04 00:00:00,0.8989,0.8998,0.8939,0.8948
2002-01-07 00:00:00,0.8948,0.8993,0.8881,0.8932
2002-01-08 00:00:00,0.8931,0.8932,0.8884,0.8931
2002-01-09 00:00:00,0.893,0.8947,0.8865,0.8909
2002-01-10 00:00:00,0.891,0.8934,0.8901,0.8913
2002-01-11 00:00:00,0.8914,0.8927,0.8897,0.8921
2002-01-14 00:00:00,0.8941,0.895,0.8914,0.8939
2002-01-15 00:00:00,0.8938,0.8941,0.8821,0.8835
2002-01-16 00:00:00,0.8834,0.8843,0.8802,0.8833
2002-01-17 00:00:00,0.8832,0.8847,0.8792,0.8812
2002-01-18 00:00:00,0.8811,0.8846,0.8795,0.8836
2002-01-21 00:00:00,0.8838,0.8862,0.8827,0.8831
2002-01-22 00:00:00,0.8832,0.887,0.8812,0.8864
2002-01-23 00:00:00,0.8864,0.8887,0.8768,0.8772
2002-01-24 00:00:00,0.8771,0.8788,0.8753,0.8776
2002-01-25 00:00:00,0.8775,0.8783,0.8632,0.8654
2002-01-28 00:00:00,0.8645,0.8661,0.8573,0.8617
2002-01-29 00:00:00,0.8617,0.8655,0.8593,0.8648
2002-01-30 00:00:00,0.8648,0.8669,0.8599,0.862
2002-01-31 00:00:00,0.862,0.8642,0.8577,0.8591
2002-02-01 00:00:00,0.8591,0.8638,0.8563,0.8614
2002-02-04 00:00:00,0.8613,0.8705,0.8605,0.8695
2002-02-05 00:00:00,0.8694,0.8726,0.865,0.8672
2002-02-06 00:00:00,0.8671,0.8704,0.8632,0.8668
2002-02-07 00:00:00,0.8667,0.8711,0.8644,0.8698
2002-02-08 00:00:00,0.8699,0.8749,0.8696,0.8726
2002-02-11 00:00:00,0.8705,0.8797,0.8702,0.8763
2002-02-12 00:00:00,0.8764,0.8795,0.8736,0.8763
2002-02-13 00:00:00,0.8764,0.8767,0.8706,0.8712
2002-02-14 00:00:00,0.8711,0.8744,0.8681,0.8739
2002-02-15 00:00:00,0.8738,0.8739,0.8694,0.8729
2002-02-18 00:00:00,0.8729,0.8737,0.87,0.8706
2002-02-19 00:00:00,0.8705,0.8778,0.8665,0.876
2002-02-20 00:00:00,0.8761,0.8779,0.8689,0.8694
2002-02-21 00:00:00,0.8695,0.8716,0.868,0.8702
2002-02-22 00:00:00,0.8701,0.8772,0.8679,0.8752
2002-02-25 00:00:00,0.8749,0.8755,0.8687,0.8691
2002-02-26 00:00:00,0.869,0.8716,0.8614,0.8635
2002-02-27 00:00:00,0.8636,0.8664,0.8626,0.8658
2002-02-28 00:00:00,0.8658,0.8694,0.8629,0.869
2002-03-01 00:00:00,0.8691,0.8691,0.8631,0.8648
2002-03-04 00:00:00,0.8648,0.8711,0.8632,0.8694
2002-03-05 00:00:00,0.8695,0.8724,0.865,0.8714
2002-03-06 00:00:00,0.8715,0.8772,0.8694,0.8761
2002-03-07 00:00:00,0.876,0.8836,0.8741,0.881
2002-03-08 00:00:00,0.8811,0.8814,0.872,0.8739
2002-03-11 00:00:00,0.8733,0.877,0.873,0.8749
2002-03-12 00:00:00,0.8749,0.876,0.8704,0.8754
2002-03-13 00:00:00,0.8753,0.878,0.8725,0.8754
2002-03-14 00:00:00,0.8753,0.8841,0.8752,0.8823
2002-03-15 00:00:00,0.8823,0.8868,0.8808,0.8823
2002-03-18 00:00:00,0.8809,0.8828,0.878,0.8821
2002-03-19 00:00:00,0.8821,0.884,0.8796,0.8816
2002-03-20 00:00:00,0.8815,0.8857,0.8786,0.8855
2002-03-21 00:00:00,0.8854,0.8857,0.8806,0.8823
2002-03-22 00:00:00,0.8823,0.8824,0.8749,0.8768
2002-03-25 00:00:00,0.877,0.8777,0.8753,0.8766
2002-03-26 00:00:00,0.8767,0.8792,0.8732,0.8764
2002-03-27 00:00:00,0.8765,0.8767,0.8718,0.8721
2002-03-28 00:00:00,0.8722,0.8739,0.87,0.8709
2002-03-29 00:00:00,0.8709,0.8726,0.8706,0.8716
2002-04-01 00:00:00,0.8711,0.8818,0.871,0.8804
2002-04-02 00:00:00,0.8805,0.8813,0.8772,0.8792
2002-04-03 00:00:00,0.8791,0.8827,0.8774,0.8807
2002-04-04 00:00:00,0.8806,0.8853,0.8765,0.8781
2002-04-05 00:00:00,0.8782,0.8811,0.8772,0.8792
2002-04-08 00:00:00,0.8787,0.879,0.8736,0.8745
2002-04-09 00:00:00,0.8745,0.8811,0.8735,0.8807
2002-04-10 00:00:00,0.8808,0.8821,0.8788,0.8803
2002-04-11 00:00:00,0.8802,0.8842,0.8788,0.8818
2002-04-12 00:00:00,0.8818,0.8823,0.8774,0.8795
2002-04-15 00:00:00,0.8793,0.8819,0.8788,0.8792
2002-04-16 00:00:00,0.8793,0.8834,0.879,0.8821
2002-04-17 00:00:00,0.882,0.8905,0.8815,0.8899
2002-04-18 00:00:00,0.89,0.8917,0.8856,0.8906
2002-04-19 00:00:00,0.8905,0.892,0.8877,0.8914
2002-04-22 00:00:00,0.8893,0.8905,0.8867,0.8892
2002-04-23 00:00:00,0.8892,0.8898,0.8861,0.8885
2002-04-24 00:00:00,0.8884,0.8927,0.8872,0.8923
2002-04-25 00:00:00,0.8922,0.8989,0.8914,0.8974
2002-04-26 00:00:00,0.8975,0.9014,0.8959,0.9014
2002-04-29 00:00:00,0.9011,0.9041,0.9006,0.9028
2002-04-30 00:00:00,0.9029,0.9038,0.899,0.9003
2002-05-01 00:00:00,0.9004,0.9081,0.8994,0.9061
2002-05-02 00:00:00,0.9061,0.9074,0.9011,0.9028
2002-05-03 00:00:00,0.9029,0.917,0.9024,0.9168
2002-05-06 00:00:00,0.9161,0.9182,0.9134,0.9177
2002-05-07 00:00:00,0.9177,0.9186,0.9114,0.914
2002-05-08 00:00:00,0.9141,0.9142,0.9035,0.9048
2002-05-09 00:00:00,0.9047,0.9109,0.9038,0.9092
2002-05-10 00:00:00,0.9092,0.9145,0.9084,0.9136
2002-05-13 00:00:00,0.9129,0.9163,0.9095,0.9116
2002-05-14 00:00:00,0.9117,0.9117,0.901,0.9024
2002-05-15 00:00:00,0.9025,0.9123,0.8994,0.912
2002-05-16 00:00:00,0.912,0.9137,0.9085,0.9116
2002-05-17 00:00:00,0.9116,0.9216,0.9112,0.9208
2002-05-20 00:00:00,0.9202,0.9226,0.9179,0.9205
2002-05-21 00:00:00,0.9204,0.9217,0.9161,0.9192
2002-05-22 00:00:00,0.9191,0.9273,0.9182,0.9255
2002-05-23 00:00:00,0.9254,0.9265,0.918,0.9211
2002-05-24 00:00:00,0.9211,0.9227,0.9164,0.9208
2002-05-27 00:00:00,0.9203,0.9219,0.9182,0.9206
2002-05-28 00:00:00,0.9205,0.9302,0.9197,0.9282
2002-05-29 00:00:00,0.9282,0.9365,0.927,0.9352
2002-05-30 00:00:00,0.9353,0.9409,0.9349,0.9364
2002-05-31 00:00:00,0.9365,0.9398,0.9283,0.9322
2002-06-03 00:00:00,0.9325,0.9419,0.9303,0.9406
2002-06-04 00:00:00,0.9405,0.9449,0.939,0.9392
2002-06-05 00:00:00,0.9391,0.9414,0.9352,0.939
2002-06-06 00:00:00,0.939,0.9476,0.9337,0.9469
2002-06-07 00:00:00,0.9468,0.9484,0.9428,0.9441
2002-06-10 00:00:00,0.9431,0.9476,0.9389,0.9438
2002-06-11 00:00:00,0.9437,0.9488,0.9404,0.9479
2002-06-12 00:00:00,0.9478,0.9502,0.9428,0.9432
2002-06-13 00:00:00,0.9433,0.947,0.9394,0.9428
2002-06-14 00:00:00,0.9428,0.9519,0.9414,0.9455
2002-06-17 00:00:00,0.9447,0.9466,0.9411,0.9443
2002-06-18 00:00:00,0.9444,0.9523,0.9433,0.9522
2002-06-19 00:00:00,0.9521,0.9576,0.9515,0.9572
2002-06-20 00:00:00,0.9571,0.9663,0.9555,0.9641
2002-06-21 00:00:00,0.964,0.9714,0.963,0.971
2002-06-24 00:00:00,0.9697,0.9812,0.9682,0.9704
2002-06-25 00:00:00,0.9703,0.9796,0.9661,0.979
2002-06-26 00:00:00,0.9789,0.9942,0.9789,0.9821
2002-06-27 00:00:00,0.9822,0.9896,0.9808,0.9882
2002-06-28 00:00:00,0.9881,0.9987,0.9837,0.9909
2002-07-01 00:00:00,0.9911,0.9969,0.9862,0.991
2002-07-02 00:00:00,0.9909,0.9916,0.9799,0.9861
2002-07-03 00:00:00,0.9861,0.9861,0.9768,0.98
2002-07-04 00:00:00,0.98,0.9815,0.9746,0.9783
2002-07-05 00:00:00,0.9783,0.9783,0.9714,0.973
2002-07-08 00:00:00,0.9742,0.9911,0.974,0.9907
2002-07-09 00:00:00,0.9905,0.9949,0.9872,0.9926
2002-07-10 00:00:00,0.9926,0.9965,0.9857,0.9889
2002-07-11 00:00:00,0.9888,0.9936,0.9834,0.9878
2002-07-12 00:00:00,0.9878,0.992,0.985,0.991
2002-07-15 00:00:00,0.9912,1.0085,0.9912,1.0033
2002-07-16 00:00:00,1.0034,1.0144,1.0033,1.0124
2002-07-17 00:00:00,1.0123,1.0156,1.0032,1.0066
2002-07-18 00:00:00,1.0067,1.0116,1.0041,1.0116
2002-07-19 00:00:00,1.0117,1.0199,1.0101,1.0143
2002-07-22 00:00:00,1.0112,1.0131,1.0055,1.0076
2002-07-23 00:00:00,1.0075,1.0075,0.9844,0.9891
2002-07-24 00:00:00,0.989,0.9978,0.9873,0.995
2002-07-25 00:00:00,0.9949,1.0058,0.9937,1.0034
2002-07-26 00:00:00,1.0033,1.0064,0.9859,0.9873
2002-07-29 00:00:00,0.9873,0.9886,0.977,0.981
2002-07-30 00:00:00,0.9809,0.9888,0.9778,0.983
2002-07-31 00:00:00,0.9831,0.9851,0.9758,0.9771
2002-08-01 00:00:00,0.977,0.9853,0.9725,0.9841
2002-08-02 00:00:00,0.9842,0.9914,0.9833,0.9864
2002-08-05 00:00:00,0.9864,0.9872,0.9798,0.9804
2002-08-06 00:00:00,0.9803,0.9805,0.9622,0.966
2002-08-07 00:00:00,0.9659,0.976,0.964,0.9744
2002-08-08 00:00:00,0.9743,0.9769,0.964,0.9665
2002-08-09 00:00:00,0.9664,0.9736,0.9653,0.9699
2002-08-12 00:00:00,0.9699,0.9797,0.9689,0.9784
2002-08-13 00:00:00,0.9783,0.9844,0.9752,0.9843
2002-08-14 00:00:00,0.9843,0.9889,0.9761,0.9768
2002-08-15 00:00:00,0.9769,0.9845,0.9746,0.9821
2002-08-16 00:00:00,0.982,0.9862,0.9782,0.9842
2002-08-19 00:00:00,0.9842,0.9868,0.9749,0.9768
2002-08-20 00:00:00,0.9768,0.9805,0.9729,0.978
2002-08-21 00:00:00,0.9779,0.9844,0.9752,0.9801
2002-08-22 00:00:00,0.9801,0.9804,0.9674,0.969
2002-08-23 00:00:00,0.9689,0.9729,0.9662,0.9727
2002-08-26 00:00:00,0.9729,0.9736,0.9683,0.9714
2002-08-27 00:00:00,0.9713,0.9836,0.9703,0.9826
2002-08-28 00:00:00,0.9827,0.9833,0.9779,0.9784
2002-08-29 00:00:00,0.9785,0.9883,0.9776,0.9833
2002-08-30 00:00:00,0.9832,0.9861,0.9795,0.9826
